target,solutions,rank,rating,dictionaryName,due,level
doar,to donate; donate,995,1200,personal,29 Nov 2023,6
caridade,charity,996,1200,personal,30 Nov 2023,7
vestuário,clothing,997,1200,personal,15 Jan 2024,7
dejetos,waste,998,1200,personal,27 Nov 2023,4
abafado,stuffy,999,1200,personal,15 Jan 2024,7
acolhedor,cozy,1000,1200,personal,17 Jan 2024,7
renovador,renovator,1001,1200,personal,10 Jul 2024,9
algodão,cotton,1002,1200,personal,2 Dec 2023,7
egípcio,egyptian,1003,1200,personal,22 Nov 2023,4
usufruir,to enjoy; enjoy,1004,1200,personal,1 Dec 2023,7
caseiro,home made,1005,1200,personal,2 Dec 2023,7
ambiente,environment,1006,1200,personal,1 Dec 2023,7
imbatíveis,unbeatable,1007,1200,personal,7 Mar 2024,8
exaurido,exhausted,1008,1200,personal,1 Dec 2023,7
abastecido,stocked,1009,1200,personal,3 Dec 2023,7
móveis,furniture,1010,1200,personal,1 Dec 2023,7
engenhocas,gadgets,1011,1200,personal,3 Dec 2023,7
santidade,holiness,1012,1200,personal,1 Dec 2023,7
vestiário,locker room,1013,1200,personal,5 Dec 2023,7
arrumadeira,maid,1014,1200,personal,1 Dec 2023,7
cueca,underpants,1015,1200,personal,2 Dec 2023,7
desliza,slides,1016,1200,personal,7 Mar 2024,8
leque,fan,1017,1200,personal,2 Dec 2023,6
crina,mane,1018,1200,personal,2 Dec 2023,7
nesgas,slivers,1019,1200,personal,2 Dec 2023,7
emoldurada,framed,1020,1200,personal,2 Dec 2023,7
xereta,nosy,1021,1200,personal,23 Jan 2024,7
estante,bookcase,1022,1200,personal,15 Jan 2024,7
uma cômoda,a chest of drawers,1023,1200,personal,1 Dec 2023,7
penteadeira,dressing table,1024,1200,personal,15 Jan 2024,7
luminárias,lamps,1025,1200,personal,27 Nov 2023,6
pressa,hurry,1026,1200,personal,24 Nov 2023,3
tomado,taken,1027,1200,personal,1 Dec 2023,7
abeto,fir tree,1028,1200,personal,27 Nov 2023,4
burburinho,hubbub,1029,1200,personal,5 Dec 2023,7
esquadrão,squadron,1030,1200,personal,2 Dec 2023,6
páreo,match,1031,1200,personal,23 Jan 2024,7
mira,aim,1032,1200,personal,21 Dec 2023,7
berrante,gaudy,1033,1200,personal,3 Dec 2023,7
sensata,sensible,1034,1200,personal,5 Dec 2023,7
painéis,panels,1035,1200,personal,20 Mar 2024,8
importando,importing,1036,1200,personal,20 Mar 2024,8
anteceder,to precede; precede,1037,1200,personal,5 Dec 2023,7
atulhada,crammed,1038,1200,personal,12 Dec 2023,6
um ditado,a saying,1039,1200,personal,2 Dec 2023,7
azar,bad luck,1040,1200,personal,2 Dec 2023,7
primordial,primordial,1041,1200,personal,20 Mar 2024,8
um retrato,a portrait,1042,1200,personal,3 Dec 2023,7
entes queridos,loved ones,1043,1200,personal,2 Dec 2023,7
seja lá,whatever,1044,1200,personal,3 Dec 2023,7
acréscimo,addition,1045,1200,personal,2 Dec 2023,7
pelúcia,plush,1046,1200,personal,3 Dec 2023,7
repouso,rest,1047,1200,personal,23 Jan 2024,7
bicho,animal,1048,1200,personal,20 Mar 2024,8
uma dianteira,a lead,1049,1200,personal,5 Dec 2023,7
embalagens,packaging,1050,1200,personal,5 Dec 2023,7
estratosfera,stratosphere,1051,1200,personal,20 Mar 2024,8
antemão,beforehand,1052,1200,personal,3 Dec 2023,7
duros feito pedra,hard as stone,1053,1200,personal,3 Dec 2023,7
velejar,to sail; sail,1054,1200,personal,21 Dec 2023,7
caber,to fit; fit,1055,1200,personal,5 Dec 2023,7
tropeços,stumbles,1056,1200,personal,12 Dec 2023,6
tabagismo,smoking,1057,1200,personal,3 Dec 2023,7
ressalva,caveat,1058,1200,personal,22 Dec 2023,7
corrigir,to correct; correct,1059,1200,personal,23 Jan 2024,7
sensatos,sensible,1060,1200,personal,3 Dec 2023,7
peru,turkey,1061,1200,personal,20 Mar 2024,8
por conseguinte,therefore,1062,1200,personal,21 Dec 2023,7
fartamente,abundently,1063,1200,personal,5 Dec 2023,7
realizar,to accomplish; accomplish,1064,1200,personal,23 Jan 2024,7
almejar,to crave; crave,1065,1200,personal,21 Dec 2023,7
ávida,eager,1066,1200,personal,12 Dec 2023,6
recair,to relapse; relapse,1067,1200,personal,3 Dec 2023,7
pugilista,boxer,1068,1200,personal,3 Dec 2023,7
louco,crazy,1069,1200,personal,20 Mar 2024,8
péssima,lousy,1070,1200,personal,20 Mar 2024,8
turvas,cloudy,1071,1200,personal,15 Jan 2024,7
pertinente,pertinent,1072,1200,personal,3 Dec 2023,7
sonho,dream,1073,1200,personal,3 Dec 2023,7
comprometar,to compromise; compromise,1074,1200,personal,29 Nov 2023,6
bosque,grove,1075,1200,personal,5 Dec 2023,7
vigésimo,twentieth,1076,1200,personal,3 Dec 2023,7
fatia,slice,1077,1200,personal,21 Dec 2023,7
almejada,craved,1078,1200,personal,20 Mar 2024,8
vigília,vigil,1079,1200,personal,20 Mar 2024,8
semelhente,similar,1080,1200,personal,20 Mar 2024,8
decepcionante,disappointing,1081,1200,personal,17 Jan 2024,7
minorar,to lessen; lessen,1082,1200,personal,5 Dec 2023,7
pregar,to preach; preach,1083,1200,personal,21 Jan 2024,7
insone,insomniac,1084,1200,personal,5 Dec 2023,7
experimentar (3x),to experience; experience,1085,1200,personal,20 Mar 2024,8
carga,charge,1086,1200,personal,20 Mar 2024,8
hipnótico,hypnotic,1087,1200,personal,5 Dec 2023,7
comprimidos,pills,1088,1200,personal,12 Dec 2023,6
dobrando,doubling,1089,1200,personal,5 Dec 2023,7
moucos,deaf,1090,1200,personal,5 Dec 2023,7
medicamentos,medicines,1091,1200,personal,28 Nov 2023,4
tarja,stripe,1092,1200,personal,25 Nov 2023,5
bálsamo,balm,1093,1200,personal,5 Dec 2023,7
pousei,I landed; landed; i landed,1094,1200,personal,28 Nov 2023,4
a barra,the limit,1095,1200,personal,5 Dec 2023,7
jato,jet,1096,1200,personal,5 Dec 2023,7
aniquilados,annihilated,1097,1200,personal,5 Dec 2023,7
desmoronar,to collapse; collapse,1098,1200,personal,5 Dec 2023,7
puder,to be able; be able,1099,1200,personal,20 Mar 2024,8
antecipadamente,in advance,1100,1200,personal,23 Jan 2024,7
quadrienais,quadrennial,1101,1200,personal,20 Mar 2024,8
desabar,to collapse; collapse,1102,1200,personal,6 Dec 2023,7
sumir,to disappear; disappear,1103,1200,personal,6 Dec 2023,7
cambiantes,changing,1104,1200,personal,22 Dec 2023,7
se chocar,to collide; collide,1105,1200,personal,6 Dec 2023,7
inadequado,inappropriate,1106,1200,personal,23 Dec 2023,7
diurno,diurnal,1107,1200,personal,20 Mar 2024,8
enganar,to deceive; deceive,1108,1200,personal,15 Jan 2024,7
precocemente,precociously,1109,1200,personal,20 Mar 2024,8
padronizar,to standardize; standardize,1110,1200,personal,20 Mar 2024,8
vigor,force,1111,1200,personal,21 Dec 2023,7
abastecer,to fuel; fuel,1112,1200,personal,23 Jan 2024,7
dúzia,dozen,1113,1200,personal,6 Dec 2023,7
transtorno,disorder,1114,1200,personal,7 Dec 2023,7
sazonal,seasonal,1115,1200,personal,20 Mar 2024,8
entardecer,dusk,1116,1200,personal,7 Dec 2023,7
rajada,gust,1117,1200,personal,25 Nov 2023,5
atormenter,to torment; torment,1118,1200,personal,20 Mar 2024,8
no fim das contas,in the end,1119,1200,personal,20 Mar 2024,8
plateia,audience,1120,1200,personal,21 Dec 2023,7
um torcedor,a supporter,1121,1200,personal,7 Dec 2023,7
marreta,sledgehammer,1122,1200,personal,7 Dec 2023,7
acertadamente,rightly,1123,1200,personal,6 Dec 2023,7
batizada,baptized,1124,1200,personal,6 Dec 2023,7
cronograma,timeline,1125,1200,personal,6 Dec 2023,7
remontar,to reassemble; reassemble,1126,1200,personal,20 Mar 2024,8
no clima,in the mood,1127,1200,personal,6 Dec 2023,7
esgotados,exhausted,1128,1200,personal,7 Dec 2023,7
reles,paltry,1129,1200,personal,21 Jan 2024,7
levantamento,survey,1130,1200,personal,21 Dec 2023,7
canhota,left-handed,1131,1200,personal,6 Dec 2023,7
debatendo,debating,1132,1200,personal,20 Mar 2024,8
foge,run away,1133,1200,personal,24 Nov 2023,6
estarão,stretch,1134,1200,personal,12 Dec 2023,6
entocados,locked up,1135,1200,personal,20 Jan 2024,7
sedutora,seductive,1136,1200,personal,20 Jan 2024,7
entretenimento,entertainment,1137,1200,personal,7 Dec 2023,7
letiva,academic,1138,1200,personal,21 Dec 2023,7
destra,right-handed,1139,1200,personal,28 Nov 2023,4
artigo,article,1140,1200,personal,8 Dec 2023,7
bolha,bubble,1141,1200,personal,8 Dec 2023,7
canadenses,canadians,1142,1200,personal,20 Mar 2024,8
decolar,to take off; take off,1143,1200,personal,23 Dec 2023,7
cura,cure,1144,1200,personal,8 Dec 2023,7
angulares,angular,1145,1200,personal,20 Mar 2024,8
arbítrio,will,1146,1200,personal,9 Dec 2023,7
remissivo,cross-reference,1147,1200,personal,21 Jan 2024,7
ficha,token,1148,1200,personal,20 Mar 2024,8
órgãos de cobrança,collection agencies,1149,1200,personal,8 Dec 2023,7
dívidas,debts,1150,1200,personal,8 Dec 2023,7
esbelta,slender,1151,1200,personal,9 Dec 2023,7
prontuário,medical record,1152,1200,personal,9 Dec 2023,7
recinto,precinct,1153,1200,personal,8 Dec 2023,7
mestrado,master's degree,1154,1200,personal,9 Dec 2023,7
possuidores,possessors,1155,1200,personal,8 Dec 2023,7
assimilar,to assimilate; assimilate,1156,1200,personal,8 Dec 2023,7
estourar,to burst; burst,1157,1200,personal,21 Jan 2024,7
breu,pitch dark,1158,1200,personal,21 Dec 2023,7
desamparada,helpless,1159,1200,personal,22 Nov 2023,6
deprimida,depressed,1160,1200,personal,28 Mar 2024,8
colapso,breakdown,1161,1200,personal,20 Jan 2024,7
arranjar,to arrange; arrange,1162,1200,personal,9 Dec 2023,7
esburacada,bumpy,1163,1200,personal,9 Dec 2023,7
maluca,crazy,1164,1200,personal,28 Mar 2024,8
uma tal viagem,such a trip,1165,1200,personal,28 Mar 2024,8
anseios,cravings,1166,1200,personal,9 Dec 2023,7
acentuada,sharp,1167,1200,personal,21 Dec 2023,7
limiar,threshold,1168,1200,personal,9 Dec 2023,7
balcão,counter,1169,1200,personal,9 Dec 2023,7
enxugar,to dry; dry,1170,1200,personal,21 Dec 2023,7
amarrar,to tie; tie,1171,1200,personal,25 Nov 2023,5
marqueteiros,marketers,1172,1200,personal,28 Mar 2024,8
surger,to arise; arise,1173,1200,personal,25 Nov 2023,5
publicitário,advertising,1174,1200,personal,25 Nov 2023,5
cerne,core,1175,1200,personal,21 Dec 2023,7
deixas,cues,1176,1200,personal,28 Mar 2024,8
enfocar,to focus on; focus on,1177,1200,personal,22 Nov 2023,1
ensino médio,high school,1178,1200,personal,28 Mar 2024,8
incutir,to instill; instill,1179,1200,personal,21 Dec 2023,7
força de vontade,willpower,1180,1200,personal,22 Nov 2023,1
cirurgião,surgeon,1181,1200,personal,12 Dec 2023,6
tais,such,1182,1200,personal,23 Jan 2024,7
ocorrer,to occur; occur,1183,1200,personal,28 Mar 2024,8
insurreição,insurrection,1184,1200,personal,28 Mar 2024,8
alastrar,to spread; spread,1185,1200,personal,22 Nov 2023,1
tumultos,riots,1186,1200,personal,21 Dec 2023,7
exército,military,1187,1200,personal,21 Dec 2023,7
ambulantes,street vendors,1188,1200,personal,21 Dec 2023,7
prefeito,mayor,1189,1200,personal,21 Dec 2023,7
inchando,swelling,1190,1200,personal,21 Dec 2023,7
entoar,to chant; chant,1191,1200,personal,25 Nov 2023,5
posto,station,1192,1200,personal,25 Nov 2023,5
barraquinhas,stalls,1193,1200,personal,25 Dec 2023,7
cuspindo,spitting,1194,1200,personal,21 Dec 2023,7
girassol,sunflower,1195,1200,personal,21 Dec 2023,7
êxito,success,1196,1200,personal,15 Jan 2024,7
caipira,bumpkin,1197,1200,personal,21 Dec 2023,7
mecânica,mechanic,1198,1200,personal,28 Mar 2024,8
espessos,thick,1199,1200,personal,24 Jan 2024,7
formatura,graduation,1200,1200,personal,21 Dec 2023,7
receoso,afraid,1201,1200,personal,23 Nov 2023,4
contorcer,to squirm; squirm,1202,1200,personal,25 Nov 2023,5
desidratação,dehydration,1203,1200,personal,21 Dec 2023,7
cravar,to spike; spike,1204,1200,personal,21 Dec 2023,7
cefalorraquidiano,cerebrospinal,1205,1200,personal,21 Dec 2023,7
sedoso,silky,1206,1200,personal,21 Dec 2023,7
agulha,needle,1207,1200,personal,21 Dec 2023,7
pingar,to drip; drip,1208,1200,personal,28 Mar 2024,8
conforme,according to,1209,1200,personal,28 Mar 2024,8
ofegante,winded,1210,1200,personal,22 Jan 2024,7
ileso,unharmed,1211,1200,personal,21 Dec 2023,7
nefasta,nefarious,1212,1200,personal,21 Dec 2023,7
conduzido,conducted,1213,1200,personal,15 Jan 2024,7
doutorando,doctoral student,1214,1200,personal,21 Dec 2023,7
atropelar,to run over; run over,1215,1200,personal,25 Nov 2023,5
gizes,chalks,1216,1200,personal,21 Dec 2023,7
aguçado,pointed,1217,1200,personal,18 Dec 2023,6
retribuir,to give back; give back,1218,1200,personal,21 Dec 2023,7
reter,to retain; retain,1219,1200,personal,21 Dec 2023,7
conceber,to conceive; conceive,1220,1200,personal,24 Jan 2024,7
gizes de cera,crayons,1221,1200,personal,15 Jan 2024,7
esboçar,to sketch; sketch,1222,1200,personal,21 Dec 2023,7
relance,glance,1223,1200,personal,25 Nov 2023,5
perambular,to wander around; wander around,1224,1200,personal,21 Dec 2023,7
sumido,gone,1225,1200,personal,21 Dec 2023,7
campainha,bell,1226,1200,personal,21 Jan 2024,7
pinha,pine cone,1227,1200,personal,25 Nov 2023,5
quintal,yard,1228,1200,personal,21 Dec 2023,7
melados,sticky,1229,1200,personal,21 Jan 2024,7
seiva,sap,1230,1200,personal,21 Dec 2023,7
catado,caught,1231,1200,personal,22 Jan 2024,7
avariado,damaged,1232,1200,personal,18 Dec 2023,6
leigo,layman,1233,1200,personal,25 Nov 2023,5
bisturis,scalpels,1234,1200,personal,21 Dec 2023,7
brocas,drill bits,1235,1200,personal,21 Dec 2023,7
teia,web,1236,1200,personal,15 Jan 2024,7
esclarecer,to clarify; clarify,1237,1200,personal,21 Dec 2023,7
marcha a ré,reverse gear,1238,1200,personal,21 Dec 2023,7
nó,node,1239,1200,personal,21 Dec 2023,7
sobrepostas,overlapping,1240,1200,personal,21 Dec 2023,7
cabeludo,hairy,1241,1200,personal,21 Dec 2023,7
cogitar,to cogitate; cogitate,1242,1200,personal,21 Dec 2023,7
recipiente,container,1243,1200,personal,21 Dec 2023,7
farejando,sniffing,1244,1200,personal,21 Dec 2023,7
recompensa,reward,1245,1200,personal,21 Dec 2023,7
sondas,probes,1246,1200,personal,21 Dec 2023,7
sentido horário,clockwise,1247,1200,personal,21 Jan 2024,7
retrovisores,car mirrors,1248,1200,personal,22 Dec 2023,7
engatar,to engage; engage,1249,1200,personal,25 Nov 2023,5
para-choque,bumper,1250,1200,personal,22 Dec 2023,7
sacar,to withdraw; withdraw,1251,1200,personal,22 Jan 2024,7
desenrolar,to unroll; unroll,1252,1200,personal,25 Nov 2023,5
uma vez que,once,1253,1200,personal,22 Dec 2023,7
modo,way,1254,1200,personal,22 Dec 2023,7
despender,to expend; expend,1255,1200,personal,22 Dec 2023,7
uma deixa,a cue,1256,1200,personal,25 Nov 2023,5
pista,track,1257,1200,personal,22 Dec 2023,7
miado,meow,1258,1200,personal,22 Jan 2024,7
engrenagem,gear,1259,1200,personal,22 Dec 2023,7
está apto,its fitting,1260,1200,personal,25 Nov 2023,5
pane,breakdown,1261,1200,personal,27 Nov 2023,4
sobrecarregado,overloaded,1262,1200,personal,22 Dec 2023,7
minúcia,minutia,1263,1200,personal,22 Dec 2023,7
nojo,disgust,1264,1200,personal,22 Dec 2023,7
contanto,provided,1265,1200,personal,12 Dec 2023,6
deram,gave,1266,1200,personal,22 Dec 2023,7
colou,pasted,1267,1200,personal,22 Dec 2023,7
papelão,cardboard,1268,1200,personal,15 Jan 2024,7
desconcertado,bewildered,1269,1200,personal,24 Nov 2023,4
roteiro,road map,1270,1200,personal,22 Dec 2023,7
ríspido,harsh,1271,1200,personal,25 Nov 2023,5
desarranjo,breakdown,1272,1200,personal,22 Jan 2024,7
ventania,strong wind,1273,1200,personal,22 Jan 2024,7
calçada,sidewalk,1274,1200,personal,22 Jan 2024,7
despeito,despite,1275,1200,personal,22 Dec 2023,7
apertar,to tighten; tighten,1276,1200,personal,22 Dec 2023,7
alavancas,levers,1277,1200,personal,22 Dec 2023,7
enjoados,nauseous,1278,1200,personal,15 Jan 2024,7
jaula,cage,1279,1200,personal,25 Nov 2023,5
pretender,to intend; intend,1280,1200,personal,22 Dec 2023,7
desencadear,to initiate; initiate,1281,1200,personal,23 Dec 2023,7
concebido,designed,1282,1200,personal,22 Nov 2023,6
estreitar,to strengthen; strengthen,1283,1200,personal,25 Nov 2023,5
felpuda,fuzzy,1284,1200,personal,22 Dec 2023,7
entediar,to get bored; get bored,1285,1200,personal,25 Nov 2023,5
advertência,warning,1286,1200,personal,22 Dec 2023,7
abarrotada,crowded,1287,1200,personal,18 Dec 2023,6
fuçava,rooted; searched,1288,1200,personal,25 Nov 2023,5
guloseimas,goodies,1289,1200,personal,22 Dec 2023,7
maca,stretcher; hammock,1290,1200,personal,25 Nov 2023,5
paparicar,to pamper; pamper,1291,1200,personal,22 Dec 2023,7
tropeçou,stumbled,1292,1200,personal,22 Dec 2023,7
saliência,projection,1293,1200,personal,23 Nov 2023,6
quadril,hip,1294,1200,personal,22 Jan 2024,7
recearam,feared,1295,1200,personal,22 Jan 2024,7
conciliado,reconciled,1296,1200,personal,25 Nov 2023,5
desprevenida,unprepared; off guard,1297,1200,personal,25 Nov 2023,5
puxa,wow,1298,1200,personal,22 Dec 2023,7
ele falecera,he died,1299,1200,personal,22 Dec 2023,7
agrário,agrarian,1300,1200,personal,23 Dec 2023,7
fracassado,failed,1301,1200,personal,22 Dec 2023,7
boato,rumour,1302,1200,personal,22 Dec 2023,7
alardeando,boasting,1303,1200,personal,22 Dec 2023,7
veementes,vehement,1304,1200,personal,22 Dec 2023,7
disparado com armas,shot with guns,1305,1200,personal,22 Dec 2023,7
grãos,grains,1306,1200,personal,22 Dec 2023,7
inchassem,swell,1307,1200,personal,22 Dec 2023,7
aveia,oat,1308,1200,personal,22 Dec 2023,7
pedagógico,pedagogical,1309,1200,personal,22 Dec 2023,7
falência,bankruptcy,1310,1200,personal,22 Dec 2023,7
ações,stocks,1311,1200,personal,22 Dec 2023,7
alastrou,spread,1312,1200,personal,25 Nov 2023,5
vangloriando,boasting,1313,1200,personal,22 Dec 2023,7
gabaria,brag,1314,1200,personal,24 Dec 2023,7
a junta,the joint,1315,1200,personal,22 Dec 2023,7
árida,arid,1316,1200,personal,22 Dec 2023,7
película,film,1317,1200,personal,22 Dec 2023,7
bochecho,mouthwash,1318,1200,personal,22 Dec 2023,7
deflagrar,to trigger; trigger,1319,1200,personal,22 Dec 2023,7
por toda parte,all over,1320,1200,personal,22 Dec 2023,7
prateleiras,shelves,1321,1200,personal,22 Dec 2023,7
fundamentada,reasoned,1322,1200,personal,25 Nov 2023,5
conduzir,to drive; drive,1323,1200,personal,22 Dec 2023,7
outrora,once,1324,1200,personal,25 Nov 2023,5
faturamento,invoicing,1325,1200,personal,15 Jan 2024,7
cinzeiro,ashtray,1326,1200,personal,22 Dec 2023,7
ampola,ampoule,1327,1200,personal,22 Dec 2023,7
suada,sweaty,1328,1200,personal,22 Dec 2023,7
mofada,musty,1329,1200,personal,22 Jan 2024,7
borrifo,spray,1330,1200,personal,15 Jan 2024,7
bolar,to come up with; come up with,1331,1200,personal,22 Dec 2023,7
maconha,marijuana,1332,1200,personal,22 Dec 2023,7
sede ( da empresa),headquarters,1333,1200,personal,22 Dec 2023,7
amaciante,fabric softener,1334,1200,personal,22 Jan 2024,7
gambás,possums,1335,1200,personal,22 Dec 2023,7
borrifavam,sprayed,1336,1200,personal,22 Dec 2023,7
didáticos,didactic,1337,1200,personal,22 Dec 2023,7
canil,kennel,1338,1200,personal,22 Jan 2024,7
palpite,hint,1339,1200,personal,20 Jan 2024,7
engascou,choked,1340,1200,personal,22 Dec 2023,7
olfativo,olfactory,1341,1200,personal,22 Dec 2023,7
borrifada,sprayed,1342,1200,personal,22 Dec 2023,7
pertencente,belonging,1343,1200,personal,22 Dec 2023,7
tranca,lock,1344,1200,personal,25 Nov 2023,5
semelhante,similar,1345,1200,personal,22 Dec 2023,7
gênero,gender,1346,1200,personal,22 Dec 2023,7
encostar,to pull over; pull over,1347,1200,personal,20 Jan 2024,7
sonda,probe,1348,1200,personal,22 Dec 2023,7
aguado,watered down,1349,1200,personal,22 Dec 2023,7
colado,glued,1350,1200,personal,25 Dec 2023,7
caça-níqueis,slot machine,1351,1200,personal,22 Dec 2023,7
pãezinhos,buns,1352,1200,personal,22 Dec 2023,7
desenfreado,unbridled,1353,1200,personal,23 Jan 2024,7
momentânea,momentary,1354,1200,personal,22 Dec 2023,7
proporciona,provides,1355,1200,personal,22 Dec 2023,7
capricho,whim,1356,1200,personal,15 Jan 2024,7
reiterado,reiterated,1357,1200,personal,22 Dec 2023,7
proveniente,coming from,1358,1200,personal,12 Dec 2023,6
colcha lisa,flat quilt,1359,1200,personal,22 Dec 2023,7
palestra,lecture,1360,1200,personal,17 Jan 2024,7
palcos,stages,1361,1200,personal,22 Dec 2023,7
destaque,emphasis,1362,1200,personal,23 Jan 2024,7
apoiou,supported,1363,1200,personal,22 Dec 2023,7
narrar,to narrate; narrate,1364,1200,personal,22 Dec 2023,7
vangloriado,vaunted,1365,1200,personal,23 Jan 2024,7
gabado,boasted,1366,1200,personal,22 Dec 2023,7
apinhar,to crowd; crowd,1367,1200,personal,20 Jan 2024,7
ardida,sting,1368,1200,personal,25 Nov 2023,5
gengiva,gum,1369,1200,personal,22 Dec 2023,7
arder,to burn; burn,1370,1200,personal,22 Dec 2023,7
lampejo,flash,1371,1200,personal,29 Nov 2023,6
capacho,doormat,1372,1200,personal,25 Nov 2023,5
hostil,hostile,1373,1200,personal,22 Dec 2023,7
torcida,crowd,1374,1200,personal,23 Jan 2024,7
vaias,boos,1375,1200,personal,23 Jan 2024,7
eis,behold,1376,1200,personal,22 Dec 2023,7
transtornos,disorders,1377,1200,personal,22 Dec 2023,7
haja,there is,1378,1200,personal,22 Dec 2023,7
lamentáveis,pitiful,1379,1200,personal,22 Dec 2023,7
disseminariam,would disseminate,1380,1200,personal,24 Nov 2023,4
investida,onslaught,1381,1200,personal,22 Jan 2024,7
postos,posts,1382,1200,personal,22 Dec 2023,7
fintas,feints,1383,1200,personal,29 Nov 2023,6
manobra,maneuver,1384,1200,personal,22 Dec 2023,7
artimanha,ruse,1385,1200,personal,22 Jan 2024,7
besteira,nonsense,1386,1200,personal,22 Dec 2023,7
aprumado,upright,1387,1200,personal,27 Nov 2023,4
avista,spotted,1388,1200,personal,12 Dec 2023,6
novato,noobie,1389,1200,personal,15 Jan 2024,7
torcendo,cheering,1390,1200,personal,15 Jan 2024,7
pula,jump,1391,1200,personal,23 Dec 2023,7
rumo,direction,1392,1200,personal,15 Jan 2024,7
placar,scoreboard,1393,1200,personal,15 Jan 2024,7
alcoólatra,alcoholic,1394,1200,personal,15 Jan 2024,7
atirar,to fling; fling,1395,1200,personal,23 Jan 2024,7
metralhadoras,machine guns,1396,1200,personal,22 Jan 2024,7
compareceu,showed up,1397,1200,personal,23 Jan 2024,7
de fraque,in tailcoat,1398,1200,personal,15 Jan 2024,7
mordomo,butler,1399,1200,personal,15 Jan 2024,7
vermute,vermouth,1400,1200,personal,15 Jan 2024,7
pecado,sin,1401,1200,personal,15 Jan 2024,7
diabo,devil,1402,1200,personal,21 Jan 2024,7
poço,pit,1403,1200,personal,15 Jan 2024,7
disponha-se,get ready,1404,1200,personal,15 Jan 2024,7
pirado,crazy,1405,1200,personal,26 Nov 2023,6
internou,admitted,1406,1200,personal,22 Dec 2023,7
infusões,infusions,1407,1200,personal,15 Jan 2024,7
leito,bed,1408,1200,personal,22 Dec 2023,7
quartinho,little room; small room,1409,1200,personal,25 Nov 2023,5
lanchonetes,snack bars,1410,1200,personal,15 Jan 2024,7
porões,cellars,1411,1200,personal,15 Jan 2024,7
enfisema,emphysema,1412,1200,personal,15 Jan 2024,7
disseminar,to disseminate; disseminate,1413,1200,personal,22 Jan 2024,7
credo,creed,1414,1200,personal,15 Jan 2024,7
dívida,debt,1415,1200,personal,15 Jan 2024,7
disposofobia,disposophobia,1416,1200,personal,15 Jan 2024,7
jogos de azar,games of chance,1417,1200,personal,15 Jan 2024,7
um tanto,somewhat,1418,1200,personal,15 Jan 2024,7
insólito,unusual,1419,1200,personal,25 Nov 2023,5
opinar,to opine; opine,1420,1200,personal,15 Jan 2024,7
farmacologia,pharmacology,1421,1200,personal,15 Jan 2024,7
endossam,endorse,1422,1200,personal,15 Jan 2024,7
inventário,inventory,1423,1200,personal,15 Jan 2024,7
embriaguez,intoxication,1424,1200,personal,15 Jan 2024,7
fuga,escape,1425,1200,personal,25 Nov 2023,5
catarse,catharsis,1426,1200,personal,15 Jan 2024,7
um porre,a drink,1427,1200,personal,15 Jan 2024,7
brindar,to toast; toast,1428,1200,personal,15 Jan 2024,7
extravasar,to spill; spill,1429,1200,personal,25 Nov 2023,5
recaída,relapse,1430,1200,personal,15 Jan 2024,7
condiz,matches,1431,1200,personal,27 Nov 2023,4
dar o bote,pounce,1432,1200,personal,23 Nov 2023,6
birras,tantrums,1433,1200,personal,24 Dec 2023,7
roerar,to gnaw; gnaw,1434,1200,personal,23 Dec 2023,7
coçavam,itched,1435,1200,personal,27 Nov 2023,4
constrangida,embarrassed,1436,1200,personal,28 Nov 2023,4
em punhos,in fists,1437,1200,personal,22 Dec 2023,7
esmalte,nail polish,1438,1200,personal,23 Dec 2023,7
polegar,thumb,1439,1200,personal,22 Dec 2023,7
saliências,protrusions,1440,1200,personal,23 Jan 2024,7
pontuda,pointy,1441,1200,personal,15 Jan 2024,7
entediada,bored,1442,1200,personal,22 Dec 2023,7
completude,completeness,1443,1200,personal,22 Dec 2023,7
esboço,sketch,1444,1200,personal,22 Dec 2023,7
tédio,boredom,1445,1200,personal,22 Dec 2023,7
confusa,confused,1446,1200,personal,22 Dec 2023,7
charlatanices,quackery,1447,1200,personal,22 Dec 2023,7
apaixonar,to fall in love; fall in love,1448,1200,personal,22 Dec 2023,7
conviver,to coexist; coexist,1449,1200,personal,22 Dec 2023,7
locutores,announcers,1450,1200,personal,22 Dec 2023,7
potência,power,1451,1200,personal,25 Nov 2023,5
surra,spanking,1452,1200,personal,24 Nov 2023,3
estragando,spoiling,1453,1200,personal,23 Dec 2023,7
corda bamba,tightrope,1454,1200,personal,23 Dec 2023,7
carvalho,oak tree,1455,1200,personal,24 Dec 2023,7
desbotadas,faded,1456,1200,personal,22 Jan 2024,7
descolados,hipsters,1457,1200,personal,20 Jan 2024,7
pança,belly,1458,1200,personal,24 Dec 2023,7
palanque,podium,1459,1200,personal,15 Jan 2024,7
rodada,round,1460,1200,personal,23 Dec 2023,7
para-brisa,windshield,1461,1200,personal,23 Dec 2023,7
buscar,to search; search,1462,1200,personal,23 Dec 2023,7
cheirar uma carreira*,to snort a line; snort a line,1463,1200,personal,23 Dec 2023,7
fissura,fissure,1464,1200,personal,23 Dec 2023,7
semáforo,traffic light,1465,1200,personal,25 Dec 2023,7
porrada,fight,1466,1200,personal,22 Nov 2023,1
bobagem,nonsense,1467,1200,personal,23 Dec 2023,7
falha,failure,1468,1200,personal,23 Dec 2023,7
vasculavam,searched,1469,1200,personal,24 Jan 2024,7
dados,data,1470,1200,personal,23 Dec 2023,7
